Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Enero,Ayuntamiento De Madrid,Coordinacion General De La Alcaldia,202000027,300/2019/00180,servicio de mantenimiento de aparatos elevadores e instalaciones electromecanicas de los edificios que gestiona la secretaria general tecnica de la gerencia de la ciudad.,Servicios,Abierto,,,Pluralidad de criterios,127224.24,65370.49,24,2019-05-11T00:00:00Z,"Zardoya Otis,s.A.",A28011153,2019-11-28T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000031,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes) lote 1,Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Conurma Ingenieros Consultores, S.L.",B81040503,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000038,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes),Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Gestion Integral Del Suelo, S.L.",B81480352,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000039,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes),Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,Ute Estudio Norniella-pinearq-cemosa Lote 1,U88391644,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000040,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes). lote 1,Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Vielca Ingenieros, S. A.",A98030604,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Cultura, Turismo Y Deporte",202000053,300/2018/01245,"servicios de informacion y atencion al publico en instituciones de los departamentos de museos y de exposiciones, dependientes de la direccion general de bibliotecas, archivos y museos.",Servicios,Abierto,,,Pluralidad de criterios,2530762.06,1676379.52,24,2019-08-10T00:00:00Z,"Selectiva Servicios Auxiliares, S.L.",B84495837,2019-10-31T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Cultura, Turismo Y Deporte",202000059,300/2019/00432,visitas guiadas de la direccion general de intervencion en el paisaje urbano y el patrimonio cultural,Servicios,Abierto,,,Pluralidad de criterios,258093.0,206396.97,24,2019-07-11T00:00:00Z,"Talher, S.A.",A08602815,2019-12-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea Delegada De Coordinacion Territorial, Transparencia Y Participacion Ciudadana",202000066,300/2019/00282,"contrato de servicios para el asesoramiento integral a entidades y colectivos de la ciudad de madrid, a adjudicar por procedimiento abierto simplificado",Servicios,Abierto simplificado,,,Pluralidad de criterios,47697.48,39111.94,12,2019-11-21T00:00:00Z,"Fundacion Esplai, Ciudadania Comprometida",G62090535,2019-11-28T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000067,171/2019/00304,"realizacion de actividades de expresion dramatica con personas con discapacidad en 25 centros, (de educacion especial, centros ocupacionales y centros de dia) del municipio de madrid, incluyendo formacion a los responsables de los grupos, materiales teoricos y tecnicos, asesoramiento a lo largo del curso para el desarrollo de los talleres teatrales, asi como la organizacion y coordinacion de un certamen final con los montajes, incluidos los servicios de sonido y la gestion del acceso y aforo del local.",Servicios,Abierto,,,Pluralidad de criterios,84458.0,76012.2,22.86,2019-11-10T00:00:00Z,"Producciones Teatrales Madrid, S.L.",B82527581,2019-06-11T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000070,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 4",Servicios,Abierto,,,Pluralidad de criterios,52152.21,21382.53,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000071,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 5",Servicios,Abierto,,,Pluralidad de criterios,39993.76,22399.52,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000072,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 2",Servicios,Abierto,,,Pluralidad de criterios,40873.8,20037.6,13.06,2019-10-23T00:00:00Z,Sararte S L,B70223599,2019-11-22T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000073,300/2019/00356,"organizacion e imparticion, en modalidad virtual, de diferentes actividades formativas incluidas en los planes de formacion del ayuntamiento de madrid de 2019 y 2020. lote 3",Servicios,Abierto,,,Pluralidad de criterios,46521.68,28843.3,13.3,2019-10-15T00:00:00Z,Ingenieria E Integracion Avanzadas S.A. (ingenia),A29584315,2019-11-15T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Informática Ayuntamiento De Madrid,202000074,300/2019/00407,"arrendamiento, incluido su mantenimiento, de las suscripciones del sistema de gestor de base de datos postgres.",Suministro,Abierto,,,Un unico criterio,135247.75,135247.75,24,2019-10-25T00:00:00Z,"Econocom Servicios, S.A.",A28816379,2019-04-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Agencia Tributaria Madrid,202000076,300/2019/01492,suministro de consumibles informaticos para determinados equipos de impresion del organismo autonomo agencia tributaria madrid.,Suministro,Abierto simplificado sumario,,,Un unico criterio,42339.42,33930.54,1,2019-12-19T00:00:00Z,"Discount Informatico, S.L.",B32212557,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000079,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 1",Servicios,Abierto,,,Un unico criterio,31986.0,31986.0,24,2019-08-11T00:00:00Z,"Jotrinsa Talleres, S.L.",B80713191,2019-04-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000080,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 2",Servicios,Abierto,,,Un unico criterio,151472.85,151472.85,24,2019-08-11T00:00:00Z,"Iturri, S.A.",A41050113,2019-05-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000081,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 3",Servicios,Abierto,,,Un unico criterio,29275.6,29275.6,24,2019-11-15T00:00:00Z,Rosenbauer Espaola S.A.,A28859833,2019-12-19T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000082,300/2019/00244,"mantenimiento preventivo y correctivo de la instalacion hidraulica de agua contraincendios de los vehiculos en propiedad, auetoescaleras  y brazo articulado de la jefatura del cuerpo de bomberos del ayuntamiento de madrid. lote 4",Servicios,Abierto,,,Un unico criterio,69717.16,69717.16,24,2019-08-11T00:00:00Z,Incipresa,A36633600,2019-10-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000083,300/2019/00102,"servicio de orientacion juridica generalista para las personas usuarias de los centros de servicios sociales, y para las personas socias de los centros municipales de mayores del ayuntamiento de madrid.",Servicios,Abierto,,,Pluralidad de criterios,301889.17,241993.9,12,2019-06-11T00:00:00Z,Law And Business Enterprises Worldwide Sl,B85784106,2019-11-29T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000092,300/2018/01270,suministro de diverso material fungible con destino al servicio de samur-proteccion civil del ayuntamiento de madrid. lote 17,Suministro,Abierto,,,Un unico criterio,6688.0,6688.0,24,2019-11-13T00:00:00Z,"Laerdal Espaa, S.L.",B80351471,2019-11-12T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000093,300/2018/01270,suministro de diverso material fungible con destino al servicio de samur-proteccion civil del ayuntamiento de madrid. lote 18,Suministro,Abierto,,,Un unico criterio,172743.96,172743.96,24,2019-11-13T00:00:00Z,Cardiva 2 S L,B80601982,2019-11-12T00:00:00Z,false,false,true
