Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000001,MDC/2019/00177,espectaculo teatral quien es el sr schmitt en la sala principal del teatro del 16 de octubre al 10 de noviembre (t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,362802.0,185975.62,1.93,2019-09-13T00:00:00Z,El Angel De Pekin,B82917063,2019-09-13T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000002,CCV/2019/00643,"gestion del area de fitness del ccvm, sa.",Servicios,Abierto,,,Pluralidad de criterios,423500.0,405350.0,12,2019-04-09T00:00:00Z,Corporafit Sl,B82686817,2019-09-17T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000003,CCV/2019/00907,servicio de delegado de campos de hockey para los partidos,Servicios,Abierto,,,Un unico criterio,21780.0,21780.0,18,2019-11-25T00:00:00Z,Daniel Paglilla Ham,54477104V,2019-11-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000004,CCV/2019/00955,servicio asistencia tecnica especializada para programacion y organizacion de servicios y actividades socioculturales,Servicios,Abierto,,,Pluralidad de criterios,520300.0,409977.91,22,2019-10-09T00:00:00Z,"Hartford, S.L.",B59416479,2019-10-29T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000005,CCV/2019/01180,"reparacion de la cubierta y de reforma interior del edificio de la cuadra n.6 del ccvm, sa",Obras,Abierto,,,Pluralidad de criterios,339063.24,338579.24,5,2019-09-30T00:00:00Z,Construcciones Taboada Y Ramos Sl,B36052876,2019-09-10T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000006,MDC/2019/00225,"organizacion, ejecucion y representacion de espectaculos dentro del ciclo de poesia contemporanea ""poetica contemporanea"" en teatro fernan gomez. centro cultural de la villa",Servicios,Negociado sin publicidad,168,a) apartado 2,,32461.88,32461.88,6.2,2019-11-22T00:00:00Z,Asociacion Cultural Libre Expresion Artisitica - L.E.A.,G87400339,2019-10-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000007,MDC/2019/00224,pr19-0436 representacion artistica teatral rebota rebota y en tu cara explota en la sala margarita xirgu  del 26 de diciembre de 2019 al 4 de enero de 2020(t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,20570.0,20570.0,1.5,2019-11-19T00:00:00Z,Associacio Cultural Elclimamola,G63850283,2019-11-20T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000008,EMT/2019/00079,"suministro maquina de 1 expendedora epis, 3 estaciones automaticas de recuperacion, reciclaje, vacio y carga para gas 134,  2 aspiradoras y 11 alfombras antifatiga - lote 1",Suministro,Abierto simplificado,,,Un unico criterio,14520.0,14520.0,3,2019-06-11T00:00:00Z,Gestion Y Negocios Eureka S.L.,B74072695,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000009,EMT/2019/00079,"suministro maquina de 1 expendedora epis, 3 estaciones automaticas de recuperacion, reciclaje, vacio y carga para gas 134,  2 aspiradoras y 11 alfombras antifatiga - lote 3",Suministro,Abierto simplificado,,,Un unico criterio,895.4,798.6,3,2019-06-11T00:00:00Z,"Ferreteria Ibermadrid, S.A.",A80887201,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000010,EMT/2019/00079,"suministro maquina de 1 expendedora epis, 3 estaciones automaticas de recuperacion, reciclaje, vacio y carga para gas 134,  2 aspiradoras y 11 alfombras antifatiga - lote 2",Suministro,Abierto simplificado,,,Un unico criterio,12705.0,10762.95,3,2019-06-11T00:00:00Z,"Alcaner 2000, S.L.U.",B81952913,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000011,EMT/2019/00079,"suministro maquina de 1 expendedora epis, 3 estaciones automaticas de recuperacion, reciclaje, vacio y carga para gas 134,  2 aspiradoras y 11 alfombras antifatiga - lote 4",Suministro,Abierto simplificado,,,Un unico criterio,2129.6,1642.05,3,2019-06-11T00:00:00Z,"Ferreteria Unceta, S.A.",A20020277,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000012,MDC/2019/00226,"creacion, desarrollo y ejecucion del proyecto artistico ""haz que suene"" en espacio abierto la quinta de los molinos",Servicios,Negociado sin publicidad,168,a) apartado 2,,29051.0,29050.96,7.5,2019-12-13T00:00:00Z,Accion Social Por La Musica,G86780525,2019-12-16T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000013,EVS/2019/00060,"servicios de estudios de topografia para las parcelas t10bc, m34b, t6b, t6a y m5c del uzi 02.01 desarrollo del este-el caaveral en el distrito de vicalvaro de madrid correspondiente a las promociones caaveral 08, caaveral 09, caaveral 10, caaveral 11, caaveral 12, promovido porempresa municipal de la vivienda y suelo de madrid, s.a.",Servicios,Abierto simplificado,,,Pluralidad de criterios,5445.0,3267.0,0.7,2019-10-12T00:00:00Z,"Nahu Topografia Global, S.L.",B86872579,2019-12-16T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000014,EVS/2019/00062,"servicios de limpieza de la sede de empresa municipal de la vivienda y suelo de madrid, s.a.",Servicios,Abierto,,,Pluralidad de criterios,219036.22,179949.7,12,2019-11-27T00:00:00Z,"Limpiezas Gredos, S.A.",A28895118,2019-12-26T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Moratalaz,202000015,300/2019/01029,cabalgata de reyes 2020,Servicios,Abierto simplificado,,,Pluralidad de criterios,92343.15,89419.0,0.13,2019-11-27T00:00:00Z,Madriz Servicios Tecnicos Culturales S.L.,B79944864,2019-02-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000016,EVS/2019/00063,contratacion del suministro de licencias para gestion (4 lotes). lote 2,Suministro,Abierto,,,Un unico criterio,3872.0,3159.55,24,2019-12-23T00:00:00Z,"Seys Cad Systems, S.L.",B86961877,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000017,EVS/2019/00063,suministro de licencias para gestion (4 lotes). lote 1,Suministro,Abierto,,,Un unico criterio,28435.0,25625.62,36,2019-12-23T00:00:00Z,"Seys Cad Systems, S.L.",B86961877,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000018,EVS/2019/00063,contratacion del suministro de licencias para gestion (4 lotes). lote 3,Suministro,Abierto,,,Un unico criterio,605.0,582.01,12,2019-12-23T00:00:00Z,"Aledit Professional Services, S.L.",B87622015,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000019,EVS/2019/00063,contratacion del suministro de licencias para gestion (4 lotes). lote 4,Suministro,Abierto,,,Un unico criterio,544.5,526.35,24,2019-12-23T00:00:00Z,"Aledit Professional Services, S.L.",B87622015,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000020,MDC/2019/00227,"representacion artistica de obra teatral ""mago de oz"" en centro cultural conde duque",Servicios,Negociado sin publicidad,168,a) apartado 2,,41140.0,41140.0,0.73,2019-12-12T00:00:00Z,Diego Ayala Calvo,52990809M,2019-12-16T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000021,300/2018/01331,actividades complementarias a la educacion en los centros educativos del distrito de hortaleza. lote 3,Servicios,Abierto,,,Pluralidad de criterios,21036.31,15248.77,9.7,2019-05-12T00:00:00Z,Tritoma S.L.,B78342615,2019-10-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000022,MDC/2019/00215,suministro de planos de evacuacion en braille para madrid destino,Suministro,Abierto simplificado sumario,,,Un unico criterio,19360.0,11645.04,12,2019-06-11T00:00:00Z,"Puntodis Accesible Solutions In Sign Writing, S.L.",B95341178,2019-11-11T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000023,MDC/2019/00230,"organizacion, ejecucion y representacion de los obras de teatro de titeres dentro de la 2 edicicion del festival ""madrionetas. el arte del titere"" en teatro fernan gomez. centro cultural de la villa",Servicios,Negociado sin publicidad,168,a) apartado 2,,111785.85,111785.85,0.63,2019-05-12T00:00:00Z,"Servicios Especializados En Distribucion Artistica, S.L",B86826039,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000024,300/2019/00210,contrato de servicios denominado contrato para la prestacion del servicio de actividades culturales y de ocio en el distrito de chamartin (4 lotes). lote 1,Servicios,Abierto,,,Pluralidad de criterios,192348.38,142337.79,12,2019-11-14T00:00:00Z,"Sercus Servicios Culturales, S.L.",B80180896,2019-10-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000025,300/2019/00210,contrato de servicios denominado contrato para la prestacion del servicio de actividades culturales y de ocio en el distrito de chamartin (4 lotes). lote 2,Servicios,Abierto,,,Pluralidad de criterios,14112.23,12545.28,12,2019-11-22T00:00:00Z,Ajedrez Capablanca S.L.,B84673334,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000026,300/2019/00210,contrato de servicios denominado contrato para la prestacion del servicio de actividades culturales y de ocio en el distrito de chamartin (4 lotes). lote 3,Servicios,Abierto,,,Pluralidad de criterios,105116.33,92444.0,12,2019-11-13T00:00:00Z,"Yeiyeba, S.L.",B81650137,2019-05-12T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Coordinacion General De La Alcaldia,202000027,300/2019/00180,servicio de mantenimiento de aparatos elevadores e instalaciones electromecanicas de los edificios que gestiona la secretaria general tecnica de la gerencia de la ciudad.,Servicios,Abierto,,,Pluralidad de criterios,127224.24,65370.49,24,2019-05-11T00:00:00Z,"Zardoya Otis,s.A.",A28011153,2019-11-28T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000028,300/2019/00210,contrato de servicios denominado contrato para la prestacion del servicio de actividades culturales y de ocio en el distrito de chamartin (4 lotes),Servicios,Abierto,,,Pluralidad de criterios,39699.6,31339.0,12,2019-11-22T00:00:00Z,Trato Producciones Artisticas Sl,B86700796,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Chamartin,202000029,300/2019/00534,servicio de animacion sociocultural en los centros municipales de mayores del distrito de chamartin,Servicios,Abierto,,,Pluralidad de criterios,296932.22,266910.0,24,2019-11-27T00:00:00Z,Asociacion Escuela Para El Desarrollo De La Educacion Y De Lo Social (edes),G80633993,2019-12-26T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000030,EMT/2019/00101,suministro de los componentes necesarios para la elaboracion de 3.000 litros de mezcla de esmalte acrilico azul ral 5015,Suministro,Abierto,,,Un unico criterio,88935.0,71982.9,24,2019-08-11T00:00:00Z,"Pinturas Dami Santa Pola, S.L.U.",B54899117,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000031,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes) lote 1,Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Conurma Ingenieros Consultores, S.L.",B81040503,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000032,EMT/2019/00115,"mantenimiento de maquinas de autoliquidacion, cambio y dispensacion de efectivo de las agencias de recaudacion",Servicios,Abierto,,,Un unico criterio,270519.7,269927.83,48,2019-12-11T00:00:00Z,"Suzohapp Spain, S.A.",A84752831,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000033,EMT/2019/00122,"suministro mediante renting de una maquina multifuncion de alto volumen a4 (fotocopiadora, impresora y escaner)",Suministro,Abierto simplificado,,,Un unico criterio,34339.8,25375.88,60,2019-11-27T00:00:00Z,"Canon Espaa, S.A.",A28122125,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Empresas,Empresa Municipal De Transportes S.A.,202000034,EMT/2019/00043,mantenimiento de los sistemas de proteccion contra incendios y de los sistemas de deteccion de gases y extraccion forzada en las instalaciones de la emt de madrid,Servicios,Abierto,,,Pluralidad de criterios,777472.96,647180.12,36,2019-11-27T00:00:00Z,Comsa Service Facility Management S A U,A60470127,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Villaverde,202000035,300/2019/01205,cabalgatas de reyes magos villaverde oeste y este y carnaval 2020. lote 3,Servicios,Abierto,,,Pluralidad de criterios,54035.57,50820.0,0.1,2019-04-12T00:00:00Z,Madriz Servicios Tecnicos Culturales S.L.,B79944864,2020-03-01T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000036,MDC/2019/00193,"coordinacion y comisariado de las actividades ligadas a las lineas de actuacion autofabricantes y laboratorio de arte y cuerpo (late) dentro del programa ""laboratorio cuerpo, salud y autonomia"" financiado por la fundacion daniel y nina carasso en medialab-prado",Servicios,Negociado sin publicidad,168,a) apartado 2,,35676.51,35676.51,1.5,2019-10-15T00:00:00Z,Asociacion Autofabricantes,G87910758,2019-10-15T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Hortaleza,202000037,300/2019/00033,contrato para la realizacion de ludotecas en dos centros publicos del distrito de hortaleza durante los periodos de vacaciones escolares,Servicios,Abierto,,,Pluralidad de criterios,80157.07,76527.0,12,2019-11-12T00:00:00Z,"Acaya Naturaleza Y Vida, S.L.",B81748808,2019-12-19T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000038,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes),Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Gestion Integral Del Suelo, S.L.",B81480352,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000039,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes),Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,Ute Estudio Norniella-pinearq-cemosa Lote 1,U88391644,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000040,135/2018/00230,acuerdo marco de servicios para la contratacion centralizada de trabajos de apoyo a la ejecucion de obras en el ayuntamiento de madrid y sus organismos autonomos (4 lotes). lote 1,Servicios,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-01-10T00:00:00Z,"Vielca Ingenieros, S. A.",A98030604,2019-05-11T00:00:00Z,true,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000041,MDC/2019/00231,"ejecucion y desarrollo de las representaciones artisticas ""fiers a cheval"" de la compagnie des quidams y ""la parade amoureuse"" de la compagnie remue menage,, espectaculos pasacalles de la cabalgata de reyes magos 2020",Servicios,Negociado sin publicidad,168,a) apartado 2,,46827.0,46827.0,0.46,2019-12-19T00:00:00Z,Maria Del Carmen Escardo Carulla,36956866Y,2019-12-23T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000042,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 1,Suministro,Abierto,,,Un unico criterio,22990.0,21707.4,24,2019-12-23T00:00:00Z,Dacartec Servicios Informaticos Slu,B91428607,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000043,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 2,Suministro,Abierto,,,Un unico criterio,13310.0,11762.56,24,2019-12-23T00:00:00Z,"Informatica El Corte Ingles, S.A.",A28855260,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000044,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 3,Suministro,Abierto,,,Un unico criterio,7018.0,6485.6,24,2019-12-23T00:00:00Z,"Informatica El Corte Ingles, S.A.",A28855260,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000045,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 4,Suministro,Abierto,,,Un unico criterio,15125.0,13487.87,24,2019-12-23T00:00:00Z,"Tecnicos Asociados Informatica, S.A.U.",A79054748,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000046,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 6,Suministro,Abierto,,,Un unico criterio,13915.0,13915.0,24,2019-12-23T00:00:00Z,"Aeioros Servicios, S.L",B85730166,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000047,MDC/2019/00202,contratacion por lotes del suministro de productos alimenticios y bebidas en el teatro circo price. lote 1 suministro de refrescos,Suministro,Abierto,,,Pluralidad de criterios,20097.0,20097.0,12,2019-06-09T00:00:00Z,"Coca Cola European Partners Iberia, S.L.U.",B86561412,2019-01-10T00:00:00Z,false,false,true
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000048,MDC/2019/00202,contratacion por lotes del suministro de productos alimenticios y bebidas en el teatro circo price. lote 2 suministro de cervezas y agua,Suministro,Abierto,,,Pluralidad de criterios,36227.4,36227.4,12,2019-06-09T00:00:00Z,Mahou S.A.,A28078202,2019-01-10T00:00:00Z,false,false,true
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000049,MDC/2019/00202,contratacion por lotes del suministro de productos alimenticios y bebidas en el teatro circo price. lote 4 suministro de snacks,Suministro,Abierto,,,Pluralidad de criterios,4400.0,4400.0,12,2019-06-09T00:00:00Z,"Pepsico Foods, A.I.E",V01477355,2019-01-10T00:00:00Z,false,false,true
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000050,MDC/2019/00237,"suministro en regimen de arrendamiento de material de audiovisual, incluido su transporte, montaje, mantenimiento y desmontaje, asi como la verificacion de su correcto funcionamiento y su manejo por el personal tecnico, a instalar con motivo de la actividad cultural que desarrolle madrid destino",Suministro,Abierto simplificado,,,Un unico criterio,83490.0,83490.0,12,2019-11-09T00:00:00Z,"Infinity Visual, S.L.U.",B86273133,2019-09-23T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000051,MDC/2019/00238,"suministro en regimen de arrendamiento de escenarios, torres de iluminacion, sonido y audiovisuales, planchada, tarimas tipo rosco, plataformas pmr y plataformas, incluido su transporte, montaje, mantenimiento y desmontaje, asi como la verificacion de su correcto funcionamiento y su manejo por el personal tecnico, a instalar con motivo de la actividad cultural que desarrolle madrid destino",Suministro,Abierto simplificado,,,Un unico criterio,64735.0,64735.0,4.03,2019-11-20T00:00:00Z,"Estructuras Everest Plus, S.L.",B19658855,2019-11-25T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000052,MDC/2019/00202,"contratacion por lotes del suministro de productos alimenticios y bebidas en el teatro circo price. lote 3 suministro de maiz, aceite y sal para palomitas",Suministro,Abierto,,,Pluralidad de criterios,5806.26,5806.26,12,2019-06-09T00:00:00Z,"Liven, S.A.",A59033647,2019-01-10T00:00:00Z,false,false,true
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Cultura, Turismo Y Deporte",202000053,300/2018/01245,"servicios de informacion y atencion al publico en instituciones de los departamentos de museos y de exposiciones, dependientes de la direccion general de bibliotecas, archivos y museos.",Servicios,Abierto,,,Pluralidad de criterios,2530762.06,1676379.52,24,2019-08-10T00:00:00Z,"Selectiva Servicios Auxiliares, S.L.",B84495837,2019-10-31T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000054,MDC/2019/00235,"suministro en regimen de arrendamiento de material de iluminacion, incluido su transporte, montaje, mantenimiento y desmontaje, asi como la verificacion de su correcto funcionamiento y su manejo por el personal tecnico, a instalar con motivo de la actividad cultural que desarrolle madrid destino",Suministro,Abierto,,,Un unico criterio,197835.0,197835.0,12,2019-11-09T00:00:00Z,"City Light, S.L.",B82789389,2019-08-10T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000055,EVS/2019/00057,"servicios de elaboracion del proyecto basico, proyecto de ejecucion, direccion de obra y direccion de ejecucion de obra, coordinacion de seguridad y salud y trabajos complementarios del lote 3- caaveral 05.",Servicios,Abierto,,,Pluralidad de criterios,924551.38,688490.0,31,2019-02-10T00:00:00Z,"Doa Maria Patricia Higuera Miguelez, Union Integrada De Arquitectos, S.L.P., Don Daniel Perez Gonzalez, Safecor, S.L.P. Y Don Juan Manuel Baos Duran, Union Temporal De Empresas, Abreviadamente Ute Fau-unia",U90456393,2019-08-11T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,Distrito De Villaverde,202000056,300/2019/01205,cabalgatas de reyes magos villaverde oeste y este y carnaval 2020. lote 1,Servicios,Abierto,,,Pluralidad de criterios,110442.75,108887.9,0.1,2019-04-12T00:00:00Z,Todoelshow Sl,B45613981,2020-03-01T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000057,MDC/2019/00236,"suministro en regimen de arrendamiento de material de sonido, incluido su transporte, montaje, mantenimiento y desmontaje, asi como la verificacion de su correcto funcionamiento y su manejo por el personal tecnico, a instalar con motivo de la actividad cultural que desarrolle madrid destino",Suministro,Abierto,,,Un unico criterio,220220.0,220220.0,12,2019-09-17T00:00:00Z,"Milan Acustica, S.A.",A28733897,2019-11-10T00:00:00Z,false,false,false
2020,Enero,Empresas,"Mercamadrid, S.A.",202000058,MER/2019/00018,suministro  e instalacion de un conjunto de pantallas en el mercado central de pescados,Suministro,Ordinario,,,Pluralidad de criterios,174240.0,145118.93,1.5,2019-04-12T00:00:00Z,"Imagic Vision, S.L.",B84044205,2019-12-20T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea De Gobierno De Cultura, Turismo Y Deporte",202000059,300/2019/00432,visitas guiadas de la direccion general de intervencion en el paisaje urbano y el patrimonio cultural,Servicios,Abierto,,,Pluralidad de criterios,258093.0,206396.97,24,2019-07-11T00:00:00Z,"Talher, S.A.",A08602815,2019-12-12T00:00:00Z,false,false,false
2020,Enero,Empresas,"Mercamadrid, S.A.",202000060,MER/2019/00027,servicios de control de las poblaciones de aves en la unidad alimentaria mercamadrid,Servicios,Ordinario,,,Pluralidad de criterios,163640.4,122710.26,24,2019-04-12T00:00:00Z,Falconers Iberia S.L.,B84943091,2019-12-18T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000061,MDC/2019/00240,"servicio de mantenimiento, gestion y operacion de comunicaciones para el palacio de cibeles de madrid",Servicios,Abierto,,,Pluralidad de criterios,326361.71,247182.36,12,2019-10-21T00:00:00Z,"Instalaciones Y Sistemas Prosper, S.A.",A82734377,2019-11-15T00:00:00Z,false,false,false
2020,Enero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000062,MDC/2019/00247,"suministro en regimen de arrendamiento del material de iluminacion, incluido su transporte, montaje, mantenimiento y desmontaje, asi como la verificacion de su correcto funcionamiento y su manejo por personal tecnico, a instalar con motivo de la celebracion del espectaculo el price en navidad 2019 y el festival inverfest 2020",Suministro,Abierto simplificado,,,Un unico criterio,87725.0,70059.0,3,2019-10-18T00:00:00Z,"City Light, S.L.",B82789389,2019-10-28T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000063,EVS/2019/00064,suministro de licencias de software (6 lotes). lote 5,Suministro,Abierto,,,Un unico criterio,25410.0,21659.0,24,2019-12-23T00:00:00Z,"Tecnicos Asociados Informatica, S.A.U.",A79054748,2019-12-27T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000064,EVS/2019/00058,suministro de 5 ordenadores portatiles,Suministro,Abierto simplificado sumario,,,Un unico criterio,9680.0,6523.35,0.33,2019-12-11T00:00:00Z,"Servicios Microinformatica,s.A.",A25027145,2019-11-15T00:00:00Z,false,false,false
2020,Enero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000065,EVS/2019/00059,"obras de vallado de la parcela 6.3 de la colonia nuestra seora de los angeles 3, en el distrito de puente de vallecas",Obras,Abierto simplificado sumario,,,Un unico criterio,9553.0,8114.32,1,2019-12-11T00:00:00Z,"Decon 86, S.A.",A78260429,2019-11-15T00:00:00Z,false,false,false
2020,Enero,Ayuntamiento De Madrid,"Rea Delegada De Coordinacion Territorial, Transparencia Y Participacion Ciudadana",202000066,300/2019/00282,"contrato de servicios para el asesoramiento integral a entidades y colectivos de la ciudad de madrid, a adjudicar por procedimiento abierto simplificado",Servicios,Abierto simplificado,,,Pluralidad de criterios,47697.48,39111.94,12,2019-11-21T00:00:00Z,"Fundacion Esplai, Ciudadania Comprometida",G62090535,2019-11-28T00:00:00Z,false,false,false
